names,last price,vol,val traded,address
Global Dragon,0.060,0,0,https://www2.sgx.com/securities/equities/586
Pavillon,0.024,0,0,https://www2.sgx.com/securities/equities/596
Hyflux,0.210,0,0,https://www2.sgx.com/securities/equities/600
Abterra,0.045,0,0,https://www2.sgx.com/securities/equities/L5I
Ace Achieve Info,0.008,0,0,https://www2.sgx.com/securities/equities/A75
3Cnergy,0.008,0,0,https://www2.sgx.com/securities/equities/502
AsiaMedic,0.013,0,0,https://www2.sgx.com/securities/equities/505
Fuji Offset,0.270,0,0,https://www2.sgx.com/securities/equities/508
ABR,0.800,0,0,https://www2.sgx.com/securities/equities/533
Tung Lok Rest,0.164,0,0,https://www2.sgx.com/securities/equities/540
Abundance Intl,0.021,0,0,https://www2.sgx.com/securities/equities/541
Noel Gifts Intl,0.215,0,0,https://www2.sgx.com/securities/equities/543
Medtecs Intl,0.025,0,0,https://www2.sgx.com/securities/equities/546
Spindex Ind,0.850,0,0,https://www2.sgx.com/securities/equities/564
Colex,0.255,0,0,https://www2.sgx.com/securities/equities/567
Vicplas Intl,0.086,0,0,https://www2.sgx.com/securities/equities/569
Transit Concrete,0.159,0,0,https://www2.sgx.com/securities/equities/570
Aoxin Q & M,0.190,0,0,https://www2.sgx.com/securities/equities/1D4
Artivision Tech,0.005,0,0,https://www2.sgx.com/securities/equities/5NK
Asia Fashion,0.064,0,0,https://www2.sgx.com/securities/equities/BQI
Asia Vets,0.180,0,0,https://www2.sgx.com/securities/equities/5RE
Asian Healthcare,0.255,0,0,https://www2.sgx.com/securities/equities/1J3
AsiaPhos,0.007,0,0,https://www2.sgx.com/securities/equities/5WV
Asiatic,0.007,0,0,https://www2.sgx.com/securities/equities/5CR
Asiatravel.com,0.027,0,0,https://www2.sgx.com/securities/equities/5AM
ASL Marine,0.046,0,0,https://www2.sgx.com/securities/equities/A04
Aspen,0.143,0,0,https://www2.sgx.com/securities/equities/1F3
Aspial,0.174,0,0,https://www2.sgx.com/securities/equities/A30
Astaka,0.088,0,0,https://www2.sgx.com/securities/equities/42S
Atlantic Nav,0.100,0,0,https://www2.sgx.com/securities/equities/5UL
Acesian Partners,0.016,0,0,https://www2.sgx.com/securities/equities/5FW
Acma,0.192,0,0,https://www2.sgx.com/securities/equities/AYV
Advanced,0.153,0,0,https://www2.sgx.com/securities/equities/BLZ
Advanced Systems,0.001,0,0,https://www2.sgx.com/securities/equities/5TY
Advancer Global,0.170,0,0,https://www2.sgx.com/securities/equities/43Q
Adventus,0.004,0,0,https://www2.sgx.com/securities/equities/5EF
AIMS Property,1.650,0,0,https://www2.sgx.com/securities/equities/BVP
AliPictures HKD,1.610,0,0,https://www2.sgx.com/securities/equities/S91
Allied Tech,0.011,0,0,https://www2.sgx.com/securities/equities/A13
AMOS,0.036,0,0,https://www2.sgx.com/securities/equities/RF7
Amplefield Ltd,0.016,0,0,https://www2.sgx.com/securities/equities/AOF
AnAn Intl,0.003,0,0,https://www2.sgx.com/securities/equities/Y35
AnnAik,0.080,0,0,https://www2.sgx.com/securities/equities/A52
C&G Env Protect,0.010,0,0,https://www2.sgx.com/securities/equities/D79
Cacola,0.001,0,0,https://www2.sgx.com/securities/equities/D2U
Camsing Hc,1.070,0,0,https://www2.sgx.com/securities/equities/BAC
Captii,0.400,0,0,https://www2.sgx.com/securities/equities/AWV
Casa,0.068,0,0,https://www2.sgx.com/securities/equities/C04
CDW,0.174,0,0,https://www2.sgx.com/securities/equities/BXE
CFM,0.016,0,0,https://www2.sgx.com/securities/equities/5EB
CH Offshore,0.085,0,0,https://www2.sgx.com/securities/equities/C13
Charisma Energy,0.002,0,0,https://www2.sgx.com/securities/equities/5QT
ChasWood Res,0.009,0,0,https://www2.sgx.com/securities/equities/5TW
Chemical Ind,0.705,0,0,https://www2.sgx.com/securities/equities/C05
China Env,0.037,0,0,https://www2.sgx.com/securities/equities/5OU
China Env Res,0.012,0,0,https://www2.sgx.com/securities/equities/RS1
Attilan,0.002,0,0,https://www2.sgx.com/securities/equities/5ET
AVJennings A$,0.530,0,0,https://www2.sgx.com/securities/equities/A05
Axcelasia,0.065,0,0,https://www2.sgx.com/securities/equities/42U
Ayondo,0.048,0,0,https://www2.sgx.com/securities/equities/1I5
Azeus,0.400,0,0,https://www2.sgx.com/securities/equities/BBW
B&M Hldg,3.500,0,0,https://www2.sgx.com/securities/equities/CJN
Baker Technology,0.480,0,0,https://www2.sgx.com/securities/equities/BTP
Ban Leong,0.245,0,0,https://www2.sgx.com/securities/equities/B26
Beng Kuang,0.067,0,0,https://www2.sgx.com/securities/equities/BEZ
Berlian LajuTank,0.027,0,0,https://www2.sgx.com/securities/equities/B66
Best World,1.360,0,0,https://www2.sgx.com/securities/equities/CGN
BMM,0.007,0,0,https://www2.sgx.com/securities/equities/I9T
Boldtek,0.105,0,0,https://www2.sgx.com/securities/equities/5VI
ChinaKangdaFood,0.170,0,0,https://www2.sgx.com/securities/equities/P74
ChinaKundaTech,0.007,0,0,https://www2.sgx.com/securities/equities/GU5
Chinese Global,0.010,0,0,https://www2.sgx.com/securities/equities/5CJ
Choo Chiang,0.290,0,0,https://www2.sgx.com/securities/equities/42E
CNA,0.026,0,0,https://www2.sgx.com/securities/equities/5GC
Combine Will,1.020,0,0,https://www2.sgx.com/securities/equities/N0Z
Cordlife,0.470,0,0,https://www2.sgx.com/securities/equities/P8A
Cortina,1.380,0,0,https://www2.sgx.com/securities/equities/C41
CosmoSteel,0.051,0,0,https://www2.sgx.com/securities/equities/B9S
Courage Inv,0.035,0,0,https://www2.sgx.com/securities/equities/CIN
CSC,0.020,0,0,https://www2.sgx.com/securities/equities/C06
Darco Water Tech,0.410,0,0,https://www2.sgx.com/securities/equities/BLR
China Essence,0.014,0,0,https://www2.sgx.com/securities/equities/G54
China Fishery,0.076,0,0,https://www2.sgx.com/securities/equities/B0Z
China Gaoxian,0.003,0,0,https://www2.sgx.com/securities/equities/AZZ
China Great Land,0.005,0,0,https://www2.sgx.com/securities/equities/D50
China Hongxing,0.115,0,0,https://www2.sgx.com/securities/equities/BR9
China Intl,0.450,0,0,https://www2.sgx.com/securities/equities/BEH
China Jishan,0.110,0,0,https://www2.sgx.com/securities/equities/J18
China Mining,0.200,0,0,https://www2.sgx.com/securities/equities/BHD
China Paper,0.024,0,0,https://www2.sgx.com/securities/equities/C71
China Sky Chem,0.027,0,0,https://www2.sgx.com/securities/equities/E90
China Sports,0.011,0,0,https://www2.sgx.com/securities/equities/FQ8
China Taisan,0.028,0,0,https://www2.sgx.com/securities/equities/AZW
China Yuanbang,0.395,0,0,https://www2.sgx.com/securities/equities/BCD
EnGro,0.825,0,0,https://www2.sgx.com/securities/equities/S44
Enviro-Hub,0.025,0,0,https://www2.sgx.com/securities/equities/L23
Epicentre,0.104,0,0,https://www2.sgx.com/securities/equities/5MQ
ES,0.025,0,0,https://www2.sgx.com/securities/equities/5RC
ETC Singapore,0.019,0,0,https://www2.sgx.com/securities/equities/1C0
EuroSports Gbl,0.195,0,0,https://www2.sgx.com/securities/equities/5G1
Ezion,0.043,0,0,https://www2.sgx.com/securities/equities/5ME
Ezra,0.011,0,0,https://www2.sgx.com/securities/equities/5DN
Fabchem China,0.158,0,0,https://www2.sgx.com/securities/equities/BFT
Falcon Energy,0.027,0,0,https://www2.sgx.com/securities/equities/5FL
Figtree,0.136,0,0,https://www2.sgx.com/securities/equities/5F4
FJ Benjamin,0.035,0,0,https://www2.sgx.com/securities/equities/F10
Datapulse Tech,0.240,0,0,https://www2.sgx.com/securities/equities/BKW
Debao Property,0.075,0,0,https://www2.sgx.com/securities/equities/BTF
Design Studio,0.106,0,0,https://www2.sgx.com/securities/equities/D11
DLF,0.190,0,0,https://www2.sgx.com/securities/equities/KUX
Dragon,0.004,0,0,https://www2.sgx.com/securities/equities/MT1
Dukang,0.130,0,0,https://www2.sgx.com/securities/equities/BKV
Dutech,0.245,0,0,https://www2.sgx.com/securities/equities/CZ4
Dynamic Colours,0.180,0,0,https://www2.sgx.com/securities/equities/D6U
EcoWise,0.027,0,0,https://www2.sgx.com/securities/equities/5CT
Edition,0.006,0,0,https://www2.sgx.com/securities/equities/5HG
Eindec,0.025,0,0,https://www2.sgx.com/securities/equities/42Z
Ellipsiz,0.395,0,0,https://www2.sgx.com/securities/equities/BIX
EMAS Offshore,0.050,0,0,https://www2.sgx.com/securities/equities/UQ4
EMS Energy,0.022,0,0,https://www2.sgx.com/securities/equities/42O
Heatec Jietong,0.039,0,0,https://www2.sgx.com/securities/equities/5OR
Heeton,0.470,0,0,https://www2.sgx.com/securities/equities/5DP
Hengyang Petro,0.199,0,0,https://www2.sgx.com/securities/equities/5PD
HG Metal,0.225,0,0,https://www2.sgx.com/securities/equities/BTG
Hiap Tong,0.064,0,0,https://www2.sgx.com/securities/equities/5PO
Hoe Leong,0.004,0,0,https://www2.sgx.com/securities/equities/H20
Hor Kew,0.175,0,0,https://www2.sgx.com/securities/equities/BBP
Hotel Royal,3.200,0,0,https://www2.sgx.com/securities/equities/H12
Hu An Cable,0.009,0,0,https://www2.sgx.com/securities/equities/KI3
HuanHsin,0.014,0,0,https://www2.sgx.com/securities/equities/H16
Huationg Global,0.145,0,0,https://www2.sgx.com/securities/equities/41B
Foreland FabriT,0.009,0,0,https://www2.sgx.com/securities/equities/B0I
Forise Intl,0.002,0,0,https://www2.sgx.com/securities/equities/I5H
Fujian Zhenyun,0.149,0,0,https://www2.sgx.com/securities/equities/5KT
Full Apex,0.405,0,0,https://www2.sgx.com/securities/equities/BTY
Fuxing China,0.780,0,0,https://www2.sgx.com/securities/equities/AWK
GDS Global,0.240,0,0,https://www2.sgx.com/securities/equities/5VP
Global Palm Res,0.220,0,0,https://www2.sgx.com/securities/equities/BLW
Grand Banks,0.255,0,0,https://www2.sgx.com/securities/equities/G50
Green Build,0.110,0,0,https://www2.sgx.com/securities/equities/Y06
GS Hldg,0.230,0,0,https://www2.sgx.com/securities/equities/43A
GYP Properties,0.158,0,0,https://www2.sgx.com/securities/equities/AWS
Hafary,0.176,0,0,https://www2.sgx.com/securities/equities/5VS
Hai Leck,0.525,0,0,https://www2.sgx.com/securities/equities/BLH
HealthBank,0.066,0,0,https://www2.sgx.com/securities/equities/40B
KimHeng Offshore,0.057,0,0,https://www2.sgx.com/securities/equities/5G2
Kingboard Copper,0.595,0,0,https://www2.sgx.com/securities/equities/K14
Kitchen Culture,0.106,0,0,https://www2.sgx.com/securities/equities/5TI
Koon,0.023,0,0,https://www2.sgx.com/securities/equities/5DL
KOP,0.057,0,0,https://www2.sgx.com/securities/equities/5I1
Kori,0.305,0,0,https://www2.sgx.com/securities/equities/5VC
Koyo Intl,0.070,0,0,https://www2.sgx.com/securities/equities/5OC
Lafe,0.230,0,0,https://www2.sgx.com/securities/equities/AYB
Lasseters Intl,0.020,0,0,https://www2.sgx.com/securities/equities/5EL
LCT,0.320,0,0,https://www2.sgx.com/securities/equities/BJL
Leader Env,0.040,0,0,https://www2.sgx.com/securities/equities/LS9
IHH,1.780,0,0,https://www2.sgx.com/securities/equities/Q0F
Inch Kenneth,﹣,0,0,https://www2.sgx.com/securities/equities/I4R
Informatics,0.045,0,0,https://www2.sgx.com/securities/equities/BOU
InnoPac,0.002,0,0,https://www2.sgx.com/securities/equities/I26
IPS Securex,0.046,0,0,https://www2.sgx.com/securities/equities/42N
Jackspeed,0.146,0,0,https://www2.sgx.com/securities/equities/J17
Japan Foods,0.465,0,0,https://www2.sgx.com/securities/equities/5OI
Jason Marine,0.120,0,0,https://www2.sgx.com/securities/equities/5PF
JasonHldg,0.062,0,0,https://www2.sgx.com/securities/equities/5I3
Jawala,0.210,0,0,https://www2.sgx.com/securities/equities/1J7
JCG Investment,0.002,0,0,https://www2.sgx.com/securities/equities/VFP
JES Intl,0.026,0,0,https://www2.sgx.com/securities/equities/EG0
Joyas Intl,0.002,0,0,https://www2.sgx.com/securities/equities/E9L
Karin Tech,0.315,0,0,https://www2.sgx.com/securities/equities/K29
Katrina,0.194,0,0,https://www2.sgx.com/securities/equities/1A0
Mary Chia,0.036,0,0,https://www2.sgx.com/securities/equities/5OX
Matex Intl,0.015,0,0,https://www2.sgx.com/securities/equities/M15
Medinex,0.270,0,0,https://www2.sgx.com/securities/equities/OTX
MegaChem,0.330,0,0,https://www2.sgx.com/securities/equities/5DS
MeGroup,0.180,0,0,https://www2.sgx.com/securities/equities/SJY
Memories,0.074,0,0,https://www2.sgx.com/securities/equities/1H4
Memstar Tech,0.001,0,0,https://www2.sgx.com/securities/equities/5MS
Mencast,0.101,0,0,https://www2.sgx.com/securities/equities/5NF
Mercator Lines,0.019,0,0,https://www2.sgx.com/securities/equities/EE6
Mercurius,0.027,0,0,https://www2.sgx.com/securities/equities/5RF
Ley Choon,0.015,0,0,https://www2.sgx.com/securities/equities/Q0X
LHN,0.150,0,0,https://www2.sgx.com/securities/equities/41O
Libra,0.088,0,0,https://www2.sgx.com/securities/equities/5TR
Linc Energy,0.089,0,0,https://www2.sgx.com/securities/equities/BRE
Lion Asiapac,0.415,0,0,https://www2.sgx.com/securities/equities/BAZ
Lonza,79.970,0,0,https://www2.sgx.com/securities/equities/O6Z
Lorenzo Intl,0.016,0,0,https://www2.sgx.com/securities/equities/5IE
Lung Kee Bermuda,0.600,0,0,https://www2.sgx.com/securities/equities/L09
Luxking,0.530,0,0,https://www2.sgx.com/securities/equities/BKK
Luzhou Bio-Chem,0.014,0,0,https://www2.sgx.com/securities/equities/L46
LY Corp,0.230,0,0,https://www2.sgx.com/securities/equities/1H8
M Development,0.002,0,0,https://www2.sgx.com/securities/equities/N14
Manhattan Res,0.022,0,0,https://www2.sgx.com/securities/equities/L02
MarcoPolo Marine,0.017,0,0,https://www2.sgx.com/securities/equities/5LY
Maruwa Yen1k,﹣,0,0,https://www2.sgx.com/securities/equities/M12
Nomura Yen1k,1.990,0,0,https://www2.sgx.com/securities/equities/N33
Nordic,0.290,0,0,https://www2.sgx.com/securities/equities/MR7
Ntegrator Intl,0.007,0,0,https://www2.sgx.com/securities/equities/5HC
NutryFarm,0.162,0,0,https://www2.sgx.com/securities/equities/AZT
Old Chang Kee,0.780,0,0,https://www2.sgx.com/securities/equities/5ML
Olive Tree,0.137,0,0,https://www2.sgx.com/securities/equities/1H2
OneApex,0.190,0,0,https://www2.sgx.com/securities/equities/5SY
Ouhua Energy,0.024,0,0,https://www2.sgx.com/securities/equities/AJ2
Pacific Andes,0.022,0,0,https://www2.sgx.com/securities/equities/P11
Pacific Radiance,0.104,0,0,https://www2.sgx.com/securities/equities/T8V
Metal Component,0.017,0,0,https://www2.sgx.com/securities/equities/5DX
Midas,0.192,0,0,https://www2.sgx.com/securities/equities/5EN
MMP Resources,0.006,0,0,https://www2.sgx.com/securities/equities/F3V
MS Hldgs,0.072,0,0,https://www2.sgx.com/securities/equities/40U
MSC,0.310,0,0,https://www2.sgx.com/securities/equities/NPW
MSM Intl,0.100,0,0,https://www2.sgx.com/securities/equities/5QR
MTQ,0.193,0,0,https://www2.sgx.com/securities/equities/M05
Mun Siong Engg,0.040,0,0,https://www2.sgx.com/securities/equities/MF6
Murata Yen1k,﹣,0,0,https://www2.sgx.com/securities/equities/PJX
MYP,0.120,0,0,https://www2.sgx.com/securities/equities/F86
Natural Cool,0.070,0,0,https://www2.sgx.com/securities/equities/5IF
NauticAWT,0.026,0,0,https://www2.sgx.com/securities/equities/42D
Neo,0.470,0,0,https://www2.sgx.com/securities/equities/5UJ
Net Pacific Fin,0.019,0,0,https://www2.sgx.com/securities/equities/5QY
Nippecraft,0.034,0,0,https://www2.sgx.com/securities/equities/N32
Noble,0.081,0,0,https://www2.sgx.com/securities/equities/CGP
RE&S Hldg,0.190,0,0,https://www2.sgx.com/securities/equities/1G1
Regal Intl,0.040,0,0,https://www2.sgx.com/securities/equities/UV1
Renewable Energy,0.022,0,0,https://www2.sgx.com/securities/equities/5DW
Resources Prima,0.026,0,0,https://www2.sgx.com/securities/equities/5MM
Rich Capital,0.004,0,0,https://www2.sgx.com/securities/equities/5G4
Roxy-Pacific,0.400,0,0,https://www2.sgx.com/securities/equities/E8Z
Ryobi Kiso,0.130,0,0,https://www2.sgx.com/securities/equities/BDN
Sakae,0.135,0,0,https://www2.sgx.com/securities/equities/5DO
Samko Timber,0.023,0,0,https://www2.sgx.com/securities/equities/E6R
Pan Hong,0.068,0,0,https://www2.sgx.com/securities/equities/P36
Pan Ocean,5.600,0,0,https://www2.sgx.com/securities/equities/AZY
PEC,0.600,0,0,https://www2.sgx.com/securities/equities/IX2
Pharmesis Intl,0.205,0,0,https://www2.sgx.com/securities/equities/BFK
Pine Cap,0.001,0,0,https://www2.sgx.com/securities/equities/ADJ
Plastoform,0.013,0,0,https://www2.sgx.com/securities/equities/AYD
Plato Capital,0.047,0,0,https://www2.sgx.com/securities/equities/5PI
Pollux Prop,0.026,0,0,https://www2.sgx.com/securities/equities/5AE
POSH,0.175,0,0,https://www2.sgx.com/securities/equities/U6C
Prudential USD,22.500,0,0,https://www2.sgx.com/securities/equities/K6S
PS Group,0.167,0,0,https://www2.sgx.com/securities/equities/5WD
PSL,0.120,0,0,https://www2.sgx.com/securities/equities/BLL
Qian Hu,0.148,0,0,https://www2.sgx.com/securities/equities/BCV
Qingmei,0.013,0,0,https://www2.sgx.com/securities/equities/KT9
QT Vascular,0.004,0,0,https://www2.sgx.com/securities/equities/5I0
Raffles Infrastructure,0.435,0,0,https://www2.sgx.com/securities/equities/LUY
SingShipping,0.280,0,0,https://www2.sgx.com/securities/equities/S19
Sinjia Land,0.010,0,0,https://www2.sgx.com/securities/equities/5HH
Sino Techfibre,0.090,0,0,https://www2.sgx.com/securities/equities/AD8
SinoCloud,0.001,0,0,https://www2.sgx.com/securities/equities/5EK
Sinopipe,0.130,0,0,https://www2.sgx.com/securities/equities/X06
Sinostar Pec,0.191,0,0,https://www2.sgx.com/securities/equities/C9Q
SLB Dev,0.140,0,0,https://www2.sgx.com/securities/equities/1J0
Soilbuild Const,0.080,0,0,https://www2.sgx.com/securities/equities/S7P
Soon Lian,0.060,0,0,https://www2.sgx.com/securities/equities/5MD
SamuderaShipping,0.195,0,0,https://www2.sgx.com/securities/equities/S56
Samurai,0.915,0,0,https://www2.sgx.com/securities/equities/1C3
Sanli Env,0.188,0,0,https://www2.sgx.com/securities/equities/1E3
SBI Offshore,0.061,0,0,https://www2.sgx.com/securities/equities/5PL
Secura,0.078,0,0,https://www2.sgx.com/securities/equities/43B
Serrano,0.031,0,0,https://www2.sgx.com/securities/equities/40R
Shanghai Turbo,1.000,0,0,https://www2.sgx.com/securities/equities/AWM
Shinvest,0.840,0,0,https://www2.sgx.com/securities/equities/BJW
Shopper360,0.120,0,0,https://www2.sgx.com/securities/equities/1F0
Sim Leisure,0.230,0,0,https://www2.sgx.com/securities/equities/URR
Sin Ghee Huat,0.230,0,0,https://www2.sgx.com/securities/equities/B7K
Sin Heng Mach,0.260,0,0,https://www2.sgx.com/securities/equities/BKA
Sinarmas Land,0.255,0,0,https://www2.sgx.com/securities/equities/A26
Sincap,0.007,0,0,https://www2.sgx.com/securities/equities/5UN
SingaporeKitchen,0.120,0,0,https://www2.sgx.com/securities/equities/5WG
SingMyanmar,0.144,0,0,https://www2.sgx.com/securities/equities/Y45
SingReinsurance,0.290,0,0,https://www2.sgx.com/securities/equities/S49
Tech Oil & Gas,0.071,0,0,https://www2.sgx.com/securities/equities/5CQ
TEE Land,0.179,0,0,https://www2.sgx.com/securities/equities/S9B
Teho Intl,0.028,0,0,https://www2.sgx.com/securities/equities/5OQ
Thakral,0.520,0,0,https://www2.sgx.com/securities/equities/AWI
Thakral 1,0.250,0,0,https://www2.sgx.com/securities/equities/MIK
The Place Hldg,0.031,0,0,https://www2.sgx.com/securities/equities/E27
TIH,0.265,0,0,https://www2.sgx.com/securities/equities/T55
Tiong Seng,0.220,0,0,https://www2.sgx.com/securities/equities/BFI
Soup Restaurant,0.185,0,0,https://www2.sgx.com/securities/equities/5KI
Southern Pkg,0.380,0,0,https://www2.sgx.com/securities/equities/BQP
Sri Trang Agro,0.475,0,0,https://www2.sgx.com/securities/equities/NC2
Stamford Tyres,0.255,0,0,https://www2.sgx.com/securities/equities/S29
Star Pharm,0.175,0,0,https://www2.sgx.com/securities/equities/AYL
Starburst,0.395,0,0,https://www2.sgx.com/securities/equities/40D
StratechGroup,0.066,0,0,https://www2.sgx.com/securities/equities/BRR
SunMoonFood,0.029,0,0,https://www2.sgx.com/securities/equities/AAJ
Suntar Eco-City,0.150,0,0,https://www2.sgx.com/securities/equities/BKZ
SunVic Chemical,0.022,0,0,https://www2.sgx.com/securities/equities/A7S
SUTL Enterprise,0.575,0,0,https://www2.sgx.com/securities/equities/BHU
Swee Hong,0.003,0,0,https://www2.sgx.com/securities/equities/QF6
Swiber,0.109,0,0,https://www2.sgx.com/securities/equities/BGK
Swing Media Tech,0.460,0,0,https://www2.sgx.com/securities/equities/BEV
Swissco Hldg,0.052,0,0,https://www2.sgx.com/securities/equities/ADP
TA,0.215,0,0,https://www2.sgx.com/securities/equities/PA3
TalkMed,0.530,0,0,https://www2.sgx.com/securities/equities/5G3
Vibrant Group,0.126,0,0,https://www2.sgx.com/securities/equities/BIP
VibroPower,0.120,0,0,https://www2.sgx.com/securities/equities/BJD
Wee Hur,0.215,0,0,https://www2.sgx.com/securities/equities/E3B
Willas-Array,0.530,0,0,https://www2.sgx.com/securities/equities/BDR
Wong Fong Ind,0.170,0,0,https://www2.sgx.com/securities/equities/1A1
XMH,0.180,0,0,https://www2.sgx.com/securities/equities/BQF
Yamada Green Res,0.330,0,0,https://www2.sgx.com/securities/equities/BJV
YHI Intl,0.385,0,0,https://www2.sgx.com/securities/equities/BPF
TLV,0.085,0,0,https://www2.sgx.com/securities/equities/42L
Tosei,9.500,0,0,https://www2.sgx.com/securities/equities/S2D
TPV Tech,0.305,0,0,https://www2.sgx.com/securities/equities/T18
Transcorp,0.009,0,0,https://www2.sgx.com/securities/equities/T19
Travelite,0.113,0,0,https://www2.sgx.com/securities/equities/BCZ
Trek 2000 Intl,0.090,0,0,https://www2.sgx.com/securities/equities/5AB
Triyards,0.084,0,0,https://www2.sgx.com/securities/equities/RC5
TSH,0.270,0,0,https://www2.sgx.com/securities/equities/KUH
TT Intl,0.014,0,0,https://www2.sgx.com/securities/equities/T09
TTJ,0.275,0,0,https://www2.sgx.com/securities/equities/K1Q
Tye Soon,0.136,0,0,https://www2.sgx.com/securities/equities/BFU
UG Healthcare,0.183,0,0,https://www2.sgx.com/securities/equities/41A
Union Steel,0.350,0,0,https://www2.sgx.com/securities/equities/BLA
Universal Res,0.170,0,0,https://www2.sgx.com/securities/equities/BGO
UOA,0.645,0,0,https://www2.sgx.com/securities/equities/EH5
UOI,7.150,0,0,https://www2.sgx.com/securities/equities/U13
USP Group,0.075,0,0,https://www2.sgx.com/securities/equities/BRS
Versalink,0.112,0,0,https://www2.sgx.com/securities/equities/40N
Yinda Infocomm,0.015,0,0,https://www2.sgx.com/securities/equities/42F
Yongmao,0.360,0,0,https://www2.sgx.com/securities/equities/BKX
Yorkshine,0.480,0,0,https://www2.sgx.com/securities/equities/MR8
Yunnan Energy,0.096,0,0,https://www2.sgx.com/securities/equities/T43
YuuZoo Networks,0.038,0,0,https://www2.sgx.com/securities/equities/AFC
YZJ Shipbldg RMB,5.280,0,0,https://www2.sgx.com/securities/equities/SO7
Zhongxin Fruit,0.004,0,0,https://www2.sgx.com/securities/equities/5EG
