	name	openPrice	close	dividend	pricebookvalue	new PE ratio	margin	newevebita	roe
32	Pine Cap	0.001	0.002	0.0	1.258	-7.548761363636364	-0.9072164948453608	-7.265536723163842	0.0
33	SPH	2.49	2.48	0.03	1.127	14.43340139244616	0.2851456021066274	19.59059779825909	0.05381203350512962
34	StarHub	1.82	1.82	0.04	5.565	15.032019083969466	0.08663304951640903	7.259478098788444	0.11479899222258735
37	KrisEnergy	0.084	0.084	0.0	0.947	-0.6163732239636737	-0.932862673650649	-6.384293300653595	-0.5107099219509762
39	Yoma Strategic	0.33	0.335	0.003	0.878	20.850285620485884	0.25383333333333336	-87.5008	0.025877155721688895
40	United Engineers	2.54	2.55	0.04	0.826	29.042269280562234	0.11425492350604345	25.910646593739845	0.01979215854225463
41	GSS Energy	0.121	0.115	0.003	1.245	30.030736842105263	0.01835039598222909	8.579617834394904	0.022713687985654513
42	Hi-P	0.92	0.92	0.01	1.396	6.356580310880829	0.0797498691496102	3.204129961163209	0.09473942567291173
43	Olam Intl	1.83	1.82	0.035	0.914	10.771647542355545	0.018350918876932364	11.088375259905701	0.03893199300294247
44	UG Healthcare	0.2	0.195	0.002	0.881	8.278203991130821	0.05627651609683055	14.581395348837209	0.06964175416924027
45	Chip Eng Seng	0.705	0.7	0.04	0.557	9.188655902704967	0.04592598299323003	16.600184131235352	0.03070613156827269
47	COSCO SHP SG	0.355	0.355	0.005	1.518	2.295893599815157	2.646690108546094	20.99336807200379	0.46434031596169834
48	UMS	0.635	0.635	0.005	1.501	6.907991279659298	0.3504619758351102	6.348731057148074	0.1821371846489122
49	Sunpower	0.395	0.395	0.001	1.134	25.21752719665272	0.02127924783646141	10.98355130106512	0.013065249715735153
50	Ying Li Intl	0.119	0.119	0.001	0.303	5.974627135283723	0.2613403119868637	38.681333333333335	0.03470197051047941
51	CSE Global	0.455	0.45	0.013	1.395	-10.28291423439605	-0.05660761038102743	9.237623762376238	-0.07574572293459406
52	Raffles Medical	1.11	1.11	0.005	2.611	28.02644753476612	0.14695621658443944	20.740169701986755	0.06740711282808771
53	Japfa	0.83	0.835	0.005	1.566	18.74864034554082	0.01731467671124369	5.997535160214586	0.035492354396707705
54	SIA Engineering	2.49	2.49	0.03	1.876	14.881622963951937	0.1772562903500634	21.00827902060948	0.08414973934927197
55	Wing Tai	2.02	2.02	0.03	0.448	7.572855678656841	0.5407067268360911	43.87046485260771	0.04462667712144973
56	Citic Envirotech	0.44	0.44	0.005	0.612	7.97313468593247	0.10910709763847706	5.752339058790672	0.03877945040428528
57	Frasers Property	1.75	1.74	0.062	0.688	6.693254716981132	0.1760270525395386	22.915298358029634	0.0387416221293191
58	Sinwa	0.27	0.275	0.007	1.097	8.628978840846367	0.06182459333409168	4.361462728551336	0.06979133226324237
59	Valuetronics	0.705	0.7	0.009	1.621	8.72242668200115	0.06980991951185243	3.5890980735551663	0.0
60	UIC	2.99	2.99	0.03	0.638	14.139453669164494	0.3598683741595191	14.635065460925901	0.03727332458909891
61	Tuan Sing	0.395	0.395	0.006	0.429	3.4873344247655904	0.3998095861473922	41.882216113343205	0.09460582081356218
62	Oxley	0.3	0.305	0.008	0.871	5.14405705164934	0.23308435642808764	35.13759142588167	0.08986821731086812
63	China Aviation	1.17	1.16	0.045	0.974	8.053989829687627	0.004466511618013572	18.447535114293583	0.0
64	Duty Free Intl	0.21	0.21	0.01	1.324	16.873304521276594	0.08099520706553934	8.6681592039801	0.04357778228493611
65	Sheng Siong	1.12	1.12	0.017	6.175	24.02574975032102	0.08061325420375866	16.13845693779904	0.0
67	First Resources	1.71	1.68	0.013	2.211	14.231217112299465	0.20459070917485395	8.067549123123278	0.11301278797108806
68	Sino Grandness	0.055	0.052	0.0	0.074	0.7358664932813177	0.09071486617558393	1.4855285559510911	0.08324713127571026
